date,open,high,low,close,adj close,volume,company
2011-03-14,8.56,8.75,7.93,8.55,8.55,94024800,AMD
2011-03-21,8.73,8.9,8.28,8.88,8.88,74147400,AMD
2011-03-28,8.89,8.89,8.27,8.36,8.36,80159700,AMD
2011-04-04,8.4,8.54,8.01,8.47,8.47,108685300,AMD
2011-04-11,8.46,8.58,8.02,8.27,8.27,66837400,AMD
2011-04-18,8.11,8.77,8.01,8.71,8.71,68935900,AMD
2011-04-25,8.67,9.14,8.42,9.1,9.1,84983700,AMD
2011-05-02,9.16,9.17,8.63,8.92,8.92,77032500,AMD
2011-05-09,8.93,9.07,8.72,8.9,8.9,69553100,AMD
2011-05-16,8.77,8.95,8.38,8.62,8.62,86939900,AMD
2011-05-23,8.49,8.69,8.31,8.49,8.49,62587000,AMD
2011-05-30,8.56,8.71,7.92,7.97,7.97,61288700,AMD
2011-06-06,7.97,7.99,7.44,7.59,7.59,87470400,AMD
2011-06-13,7.6,7.79,6.96,7.0,7.0,118897100,AMD
2011-06-20,6.96,7.25,6.72,6.9,6.9,129164800,AMD
2011-06-27,6.91,7.13,6.79,7.11,7.11,110457800,AMD
2011-07-04,7.11,7.2,6.92,6.95,6.95,61809700,AMD
2011-07-11,6.8,6.9,6.31,6.43,6.43,116862300,AMD
2011-07-18,6.37,7.79,6.09,7.75,7.75,190778600,AMD
2011-07-25,7.62,7.87,7.21,7.34,7.34,114893900,AMD
2011-08-01,7.54,7.58,6.16,6.56,6.56,162067300,AMD
2011-08-08,6.03,6.42,5.6,6.21,6.21,143499500,AMD
2011-08-15,6.28,6.47,5.64,5.98,5.98,108276400,AMD
2011-08-22,6.13,6.7,5.89,6.49,6.49,111208900,AMD
2011-08-29,6.58,6.94,6.28,6.32,6.32,90918700,AMD
2011-09-05,6.09,6.96,6.07,6.52,6.52,84504900,AMD
2011-09-12,6.4,7.44,6.4,7.2,7.2,106886000,AMD
2011-09-19,6.96,7.14,5.9,6.17,6.17,140489100,AMD
2011-09-26,6.37,6.76,5.07,5.08,5.08,181605700,AMD
2011-10-03,5.03,5.03,4.31,4.73,4.73,147162700,AMD
2011-10-10,4.85,5.07,4.75,4.92,4.92,79503700,AMD
2011-10-17,4.9,4.92,4.45,4.72,4.72,95410900,AMD
2011-10-24,4.74,6.05,4.74,5.94,5.94,147750000,AMD
2011-10-31,5.84,5.96,5.29,5.67,5.67,130010400,AMD
2011-11-07,5.67,6.0,5.34,5.95,5.95,93804000,AMD
2011-11-14,5.93,5.99,5.4,5.47,5.47,69580700,AMD
2011-11-21,5.34,5.48,4.96,4.99,4.99,61773900,AMD
2011-11-28,5.24,5.83,5.2,5.65,5.65,57105200,AMD
2011-12-05,5.75,5.84,5.39,5.54,5.54,65288700,AMD
2011-12-12,5.38,5.39,5.01,5.13,5.13,75949300,AMD
2011-12-19,5.2,5.51,4.82,5.41,5.41,62463500,AMD
2011-12-26,5.4,5.48,5.24,5.4,5.4,23976800,AMD
2012-01-02,5.53,5.59,5.35,5.43,5.43,45125500,AMD
2012-01-09,5.42,5.85,5.38,5.66,5.66,55062300,AMD
2012-01-16,5.77,6.49,5.71,6.42,6.42,78653300,AMD
2012-01-23,6.42,6.95,6.23,6.82,6.82,139097200,AMD
2012-01-30,6.73,7.12,6.61,7.08,7.08,76607500,AMD
2012-02-06,7.02,7.39,6.9,7.05,7.05,77455900,AMD
2012-02-13,7.24,7.68,7.17,7.42,7.42,80602300,AMD
2012-02-20,7.44,7.57,7.0,7.46,7.46,72103500,AMD
2012-02-27,7.4,7.7,7.27,7.46,7.46,69572800,AMD
2012-03-05,7.35,7.65,6.76,7.58,7.58,95484000,AMD
2012-03-12,7.55,8.33,7.43,8.2,8.2,97236700,AMD
2012-03-19,8.19,8.23,7.9,8.09,8.09,55024200,AMD
2012-03-26,8.16,8.35,7.93,8.02,8.02,62385400,AMD
2012-04-02,8.03,8.24,7.6,7.87,7.87,61931400,AMD
2012-04-09,7.71,7.95,7.52,7.73,7.73,58982100,AMD
2012-04-16,7.8,8.21,7.55,7.76,7.76,108536600,AMD
2012-04-23,7.59,7.65,7.21,7.33,7.33,103256100,AMD
2012-04-30,7.3,7.72,7.13,7.18,7.18,74390800,AMD
2012-05-07,7.13,7.32,6.48,6.78,6.78,86672400,AMD
2012-05-14,6.69,6.89,6.0,6.01,6.01,85210600,AMD
2012-05-21,6.1,6.34,5.89,6.22,6.22,68418700,AMD
2012-05-28,6.23,6.46,5.63,5.73,5.73,80692500,AMD
2012-06-04,5.76,6.14,5.52,5.91,5.91,66324900,AMD
2012-06-11,6.01,6.02,5.68,5.87,5.87,54721500,AMD
2012-06-18,5.85,6.09,5.63,5.73,5.73,89652200,AMD
2012-06-25,5.64,5.73,5.32,5.73,5.73,69114200,AMD
2012-07-02,5.75,6.08,5.66,5.75,5.75,45791300,AMD
2012-07-09,5.69,5.78,4.81,4.9,4.9,140649300,AMD
2012-07-16,4.85,5.07,4.2,4.22,4.22,124785600,AMD
2012-07-23,4.15,4.2,3.98,4.09,4.09,88590000,AMD
2012-07-30,4.08,4.15,3.89,4.09,4.09,63464100,AMD
2012-08-06,4.1,4.47,3.95,4.34,4.34,118674400,AMD
2012-08-13,4.31,4.35,4.08,4.1,4.1,58610900,AMD
2012-08-20,4.1,4.18,3.85,3.94,3.94,87923600,AMD
2012-08-27,3.95,3.95,3.6,3.72,3.72,73310700,AMD
2012-09-03,3.69,3.71,3.43,3.45,3.45,101429000,AMD
2012-09-10,3.49,3.99,3.46,3.9,3.9,177719500,AMD
2012-09-17,3.9,4.02,3.58,3.6,3.6,205999900,AMD
2012-09-24,3.54,3.55,3.22,3.37,3.37,111034400,AMD
2012-10-01,3.39,3.41,3.09,3.22,3.22,114355200,AMD
2012-10-08,3.21,3.26,2.74,2.74,2.74,150913100,AMD
2012-10-15,2.79,2.83,2.17,2.18,2.18,243820400,AMD
2012-10-22,2.23,2.23,2.03,2.07,2.07,147455600,AMD
2012-10-29,2.13,2.15,2.05,2.1,2.1,59926200,AMD
2012-11-05,2.1,2.14,1.96,2.03,2.03,150544600,AMD
2012-11-12,2.04,2.35,1.81,1.86,1.86,159875100,AMD
2012-11-19,1.9,1.97,1.86,1.95,1.95,46504200,AMD
2012-11-26,1.96,2.22,1.84,2.2,2.2,190051300,AMD
2012-12-03,2.28,2.48,2.21,2.36,2.36,199131200,AMD
2012-12-10,2.35,2.44,2.3,2.39,2.39,90949500,AMD
2012-12-17,2.41,2.59,2.25,2.59,2.59,128048700,AMD
2012-12-24,2.54,2.57,2.25,2.28,2.28,67119100,AMD
2012-12-31,2.29,2.59,2.28,2.59,2.59,94934100,AMD
2013-01-07,2.61,2.76,2.55,2.67,2.67,110832000,AMD
2013-01-14,2.68,2.78,2.43,2.46,2.46,132039800,AMD
2013-01-21,2.52,2.93,2.43,2.85,2.85,170480400,AMD
2013-01-28,2.89,2.92,2.45,2.6,2.6,110141600,AMD
2013-02-04,2.63,2.64,2.49,2.59,2.59,49406700,AMD
2013-02-11,2.59,2.83,2.59,2.71,2.71,71593200,AMD
2013-02-18,2.75,2.84,2.52,2.61,2.61,92211400,AMD
2013-02-25,2.64,2.65,2.42,2.42,2.42,76252000,AMD
2013-03-04,2.44,2.64,2.36,2.56,2.56,71783900,AMD
2013-03-11,2.57,2.63,2.51,2.6,2.6,55412700,AMD
2013-03-18,2.59,2.75,2.53,2.54,2.54,81360700,AMD
2013-03-25,2.57,2.62,2.49,2.55,2.55,28365900,AMD
2013-04-01,2.54,2.57,2.28,2.29,2.29,65280500,AMD
2013-04-08,2.31,2.66,2.26,2.48,2.48,123000000,AMD
2013-04-15,2.45,2.56,2.29,2.47,2.47,89686500,AMD
2013-04-22,2.47,2.72,2.43,2.64,2.64,83508100,AMD
2013-04-29,2.66,3.8,2.65,3.6,3.6,293388500,AMD
2013-05-06,3.72,3.99,3.44,3.95,3.95,221553800,AMD
2013-05-13,3.95,4.42,3.66,4.07,4.07,261703700,AMD
2013-05-20,4.18,4.2,3.79,4.05,4.05,154598800,AMD
2013-05-27,4.13,4.15,3.96,4.0,4.0,68827600,AMD
2013-06-03,4.02,4.04,3.81,3.91,3.91,91845500,AMD
2013-06-10,3.95,4.11,3.87,3.94,3.94,95767300,AMD
2013-06-17,4.12,4.18,3.86,4.0,4.0,138464500,AMD
2013-06-24,4.07,4.21,3.99,4.08,4.08,106374900,AMD
2013-07-01,4.11,4.13,3.95,4.07,4.07,48760100,AMD
2013-07-08,4.08,4.5,3.96,4.32,4.32,202866900,AMD
2013-07-15,4.34,4.65,3.85,4.03,4.03,300535500,AMD
2013-07-22,4.01,4.01,3.58,3.82,3.82,249591300,AMD
2013-07-29,3.87,3.9,3.75,3.8,3.8,121959000,AMD
2013-08-05,3.83,3.84,3.57,3.65,3.65,89400800,AMD
2013-08-12,3.62,3.84,3.61,3.66,3.66,95039700,AMD
2013-08-19,3.67,3.74,3.59,3.65,3.65,77642900,AMD
2013-08-26,3.65,3.66,3.25,3.27,3.27,138734500,AMD
2013-09-02,3.32,3.6,3.25,3.57,3.57,104196500,AMD
2013-09-09,3.63,3.89,3.62,3.83,3.83,135135500,AMD
2013-09-16,3.9,4.0,3.77,3.83,3.83,199053700,AMD
2013-09-23,3.81,3.98,3.75,3.86,3.86,94838800,AMD
2013-09-30,3.79,3.95,3.75,3.91,3.91,103829500,AMD
2013-10-07,3.87,3.91,3.55,3.83,3.83,130102100,AMD
2013-10-14,3.87,4.13,3.51,3.53,3.53,304565900,AMD
2013-10-21,3.56,3.56,3.04,3.34,3.34,313725000,AMD
2013-10-28,3.38,3.39,3.25,3.31,3.31,88329700,AMD
2013-11-04,3.34,3.38,3.2,3.27,3.27,76746000,AMD
2013-11-11,3.29,3.57,3.25,3.5,3.5,88775300,AMD
2013-11-18,3.53,3.54,3.33,3.34,3.34,68239600,AMD
2013-11-25,3.36,3.68,3.34,3.64,3.64,63919500,AMD
2013-12-02,3.65,3.71,3.48,3.66,3.66,99343600,AMD
2013-12-09,3.66,3.78,3.6,3.69,3.69,72567000,AMD
2013-12-16,3.64,3.7,3.51,3.69,3.69,72904800,AMD
2013-12-23,3.74,3.85,3.72,3.78,3.78,38466300,AMD
2013-12-30,3.79,4.0,3.78,4.0,4.0,73302700,AMD
2014-01-06,4.01,4.26,3.99,4.17,4.17,167517500,AMD
2014-01-13,4.19,4.6,4.09,4.18,4.18,224722300,AMD
2014-01-20,4.31,4.34,3.41,3.47,3.47,222972900,AMD
2014-01-27,3.48,3.57,3.35,3.43,3.43,111773700,AMD
2014-02-03,3.43,3.5,3.29,3.47,3.47,99012700,AMD
2014-02-10,3.5,3.75,3.45,3.69,3.69,99517000,AMD
2014-02-17,3.69,3.75,3.65,3.69,3.69,53015100,AMD
2014-02-24,3.71,3.77,3.63,3.71,3.71,65964300,AMD
2014-03-03,3.66,4.02,3.6,3.95,3.95,106960900,AMD
2014-03-10,4.04,4.06,3.8,3.85,3.85,129752200,AMD
2014-03-17,3.88,4.14,3.78,4.04,4.04,111266500,AMD
2014-03-24,4.05,4.14,3.87,3.88,3.88,87707400,AMD
2014-03-31,3.93,4.12,3.9,4.01,4.01,89233600,AMD
2014-04-07,3.98,4.02,3.65,3.65,3.65,109277100,AMD
2014-04-14,3.72,3.83,3.65,3.69,3.69,94710800,AMD
2014-04-21,4.01,4.35,3.96,4.05,4.05,249937600,AMD
2014-04-28,4.09,4.24,3.87,4.12,4.12,117026200,AMD
2014-05-05,4.1,4.14,3.85,3.87,3.87,79852500,AMD
2014-05-12,3.87,4.09,3.86,4.02,4.02,71526600,AMD
2014-05-19,4.0,4.11,3.96,4.02,4.02,68922200,AMD
2014-05-26,4.05,4.06,3.98,4.0,4.0,38123900,AMD
2014-06-02,4.03,4.11,3.92,4.06,4.06,57194100,AMD
2014-06-09,4.05,4.44,4.04,4.28,4.28,100959600,AMD
2014-06-16,4.26,4.5,4.07,4.1,4.1,125942300,AMD
2014-06-23,4.06,4.11,3.9,4.11,4.11,121556300,AMD
2014-06-30,4.12,4.4,4.08,4.24,4.24,98271000,AMD
2014-07-07,4.23,4.4,4.1,4.37,4.37,142984100,AMD
2014-07-14,4.44,4.8,3.67,3.83,3.83,479895300,AMD
2014-07-21,3.86,3.87,3.69,3.76,3.76,159733400,AMD
2014-07-28,3.77,4.01,3.68,3.97,3.97,256454900,AMD
2014-08-04,3.97,4.2,3.93,4.12,4.12,137974200,AMD
2014-08-11,4.03,4.19,3.99,4.13,4.13,146824500,AMD
2014-08-18,4.14,4.32,4.14,4.25,4.25,100894500,AMD
2014-08-25,4.27,4.27,4.07,4.17,4.17,43165100,AMD
2014-09-01,4.16,4.25,4.15,4.15,4.15,41625500,AMD
2014-09-08,4.13,4.18,3.96,3.96,3.96,52848500,AMD
2014-09-15,3.98,4.02,3.7,3.81,3.81,122479400,AMD
2014-09-22,3.81,3.83,3.6,3.6,3.6,72809300,AMD
2014-09-29,3.56,3.66,3.28,3.4,3.4,161157200,AMD
2014-10-06,3.42,3.44,2.71,2.72,2.72,174176800,AMD
2014-10-13,2.78,2.86,2.54,2.72,2.72,229910200,AMD
2014-10-20,2.79,2.8,2.6,2.68,2.68,111456400,AMD
2014-10-27,2.68,2.83,2.65,2.8,2.8,79517600,AMD
2014-11-03,2.81,2.91,2.75,2.78,2.78,50119700,AMD
2014-11-10,2.78,2.81,2.61,2.61,2.61,59870400,AMD
2014-11-17,2.62,2.77,2.59,2.77,2.77,64240400,AMD
2014-11-24,2.8,2.86,2.76,2.79,2.79,39586000,AMD
2014-12-01,2.77,2.82,2.61,2.66,2.66,70713100,AMD
2014-12-08,2.65,2.68,2.35,2.52,2.52,97370200,AMD
2014-12-15,2.52,2.6,2.42,2.57,2.57,76334700,AMD
2014-12-22,2.55,2.72,2.52,2.65,2.65,31972900,AMD
2014-12-29,2.64,2.7,2.63,2.67,2.67,27488600,AMD
2015-01-05,2.67,2.7,2.54,2.63,2.63,55212500,AMD
2015-01-12,2.62,2.68,2.39,2.39,2.39,85813300,AMD
2015-01-19,2.39,2.5,2.14,2.45,2.45,150520900,AMD
2015-01-26,2.44,2.84,2.44,2.57,2.57,143861700,AMD
2015-02-02,2.69,3.37,2.65,3.03,3.03,194765900,AMD
2015-02-09,3.03,3.18,2.93,3.15,3.15,72472600,AMD
2015-02-16,3.16,3.17,3.01,3.06,3.06,33204500,AMD
2015-02-23,3.05,3.14,3.02,3.11,3.11,39222200,AMD
2015-03-02,3.13,3.23,2.83,2.92,2.92,64661700,AMD
2015-03-09,2.92,2.98,2.71,2.75,2.75,56436400,AMD
2015-03-16,2.75,2.82,2.72,2.8,2.8,44844500,AMD
2015-03-23,2.81,2.85,2.53,2.72,2.72,88290400,AMD
2015-03-30,2.73,2.76,2.65,2.69,2.69,33870600,AMD
2015-04-06,2.68,2.78,2.68,2.76,2.76,31578000,AMD
2015-04-13,2.76,2.94,2.45,2.58,2.58,118839600,AMD
2015-04-20,2.56,2.57,2.25,2.3,2.3,118210200,AMD
2015-04-27,2.3,2.37,2.25,2.31,2.31,59933900,AMD
2015-05-04,2.31,2.36,2.24,2.31,2.31,65308200,AMD
2015-05-11,2.31,2.39,2.3,2.32,2.32,44560200,AMD
2015-05-18,2.35,2.37,2.27,2.28,2.28,41242000,AMD
2015-05-25,2.27,2.33,2.2,2.28,2.28,47623900,AMD
2015-06-01,2.29,2.34,2.25,2.33,2.33,40897500,AMD
2015-06-08,2.31,2.36,2.28,2.31,2.31,38885400,AMD
2015-06-15,2.32,2.59,2.29,2.58,2.58,96872600,AMD
2015-06-22,2.61,2.67,2.37,2.47,2.47,170260800,AMD
2015-06-29,2.41,2.63,2.31,2.53,2.53,92913700,AMD
2015-07-06,2.46,2.54,1.93,1.96,1.96,122970000,AMD
2015-07-13,1.97,2.09,1.74,1.79,1.79,87191400,AMD
2015-07-20,1.82,1.84,1.65,1.67,1.67,70340600,AMD
2015-07-27,1.67,1.99,1.61,1.93,1.93,75684400,AMD
2015-08-03,1.93,2.21,1.9,2.09,2.09,70938400,AMD
2015-08-10,1.92,1.98,1.79,1.84,1.84,59949700,AMD
2015-08-17,1.82,1.88,1.68,1.78,1.78,52530700,AMD
2015-08-24,1.69,1.87,1.65,1.85,1.85,62794300,AMD
2015-08-31,1.82,1.87,1.71,1.82,1.82,35172300,AMD
2015-09-07,1.85,2.14,1.81,2.01,2.01,53922500,AMD
2015-09-14,2.0,2.0,1.81,1.87,1.87,45556800,AMD
2015-09-21,1.87,1.9,1.66,1.71,1.71,41894500,AMD
2015-09-28,1.69,1.83,1.65,1.83,1.83,31115700,AMD
2015-10-05,1.82,1.96,1.77,1.96,1.96,41841000,AMD
2015-10-12,1.96,2.06,1.85,1.94,1.94,73441300,AMD
2015-10-19,1.91,2.21,1.91,2.21,2.21,48971700,AMD
2015-10-26,2.21,2.21,2.1,2.12,2.12,28417200,AMD
2015-11-02,2.13,2.3,2.11,2.15,2.15,36069100,AMD
2015-11-09,2.15,2.18,1.94,1.99,1.99,25422500,AMD
2015-11-16,1.99,2.25,1.95,2.22,2.22,34790900,AMD
2015-11-23,2.22,2.4,2.17,2.33,2.33,30244300,AMD
2015-11-30,2.34,2.37,2.2,2.28,2.28,34705000,AMD
2015-12-07,2.26,2.5,2.21,2.36,2.36,51204500,AMD
2015-12-14,2.36,2.6,2.3,2.45,2.45,63955400,AMD
2015-12-21,2.47,3.0,2.43,2.92,2.92,74026000,AMD
2015-12-28,2.91,3.06,2.86,2.87,2.87,52484100,AMD
2016-01-04,2.77,2.82,2.1,2.14,2.14,123274400,AMD
2016-01-11,2.16,2.46,1.99,2.03,2.03,87231000,AMD
2016-01-18,2.08,2.18,1.75,2.02,2.02,90855900,AMD
2016-01-25,2.01,2.2,2.01,2.2,2.2,54128000,AMD
2016-02-01,2.17,2.19,1.95,1.98,1.98,46218000,AMD
2016-02-08,1.97,2.0,1.81,1.83,1.83,53862200,AMD
2016-02-15,1.86,1.98,1.82,1.91,1.91,44231100,AMD
2016-02-22,1.94,2.1,1.93,2.07,2.07,37038200,AMD
2016-02-29,2.06,2.55,2.05,2.37,2.37,68798600,AMD
2016-03-07,2.36,2.54,2.15,2.52,2.52,62849500,AMD
2016-03-14,2.53,2.93,2.45,2.93,2.93,123768600,AMD
2016-03-21,2.9,2.9,2.62,2.79,2.79,43988000,AMD
2016-03-28,2.81,2.98,2.7,2.83,2.83,53575000,AMD
2016-04-04,2.83,2.87,2.61,2.74,2.74,49734100,AMD
2016-04-11,2.76,2.85,2.68,2.7,2.7,49697800,AMD
2016-04-18,2.67,3.99,2.6,3.99,3.99,185807300,AMD
2016-04-25,3.81,3.82,3.31,3.55,3.55,179079400,AMD
2016-05-02,3.58,3.8,3.54,3.68,3.68,72815000,AMD
2016-05-09,3.66,3.73,3.45,3.67,3.67,58980700,AMD
2016-05-16,3.67,3.98,3.65,3.87,3.87,85753900,AMD
2016-05-23,3.9,4.63,3.88,4.6,4.6,151509800,AMD
2016-05-30,4.67,4.71,4.07,4.16,4.16,107972400,AMD
2016-06-06,4.2,4.67,4.17,4.32,4.32,89405700,AMD
2016-06-13,4.32,5.27,4.3,5.26,5.26,140910200,AMD
2016-06-20,5.39,5.52,4.76,4.88,4.88,193243600,AMD
2016-06-27,4.88,5.4,4.65,5.07,5.07,137745700,AMD
2016-07-04,5.03,5.15,4.82,5.1,5.1,79679900,AMD
2016-07-11,5.13,5.24,5.0,5.14,5.14,90162300,AMD
2016-07-18,5.19,5.97,5.1,5.84,5.84,224241700,AMD
2016-07-25,5.93,7.16,5.92,6.86,6.86,288222600,AMD
2016-08-01,6.89,6.92,6.15,6.61,6.61,133928200,AMD
2016-08-08,6.7,6.85,6.25,6.73,6.73,106012000,AMD
2016-08-15,6.79,8.0,6.61,7.62,7.62,174812100,AMD
2016-08-22,7.83,7.95,7.2,7.67,7.67,139833400,AMD
2016-08-29,7.72,7.79,7.09,7.51,7.51,92636200,AMD
2016-09-05,7.56,7.6,5.85,5.9,5.9,344359200,AMD
2016-09-12,5.83,6.22,5.66,6.05,6.05,293583900,AMD
2016-09-19,6.12,6.65,6.08,6.55,6.55,197148700,AMD
2016-09-26,6.54,7.04,6.29,6.91,6.91,165989200,AMD
2016-10-03,6.95,7.15,6.62,6.75,6.75,147581000,AMD
2016-10-10,6.82,7.12,6.24,6.75,6.75,177240100,AMD
2016-10-17,6.92,6.98,6.37,6.52,6.52,207847500,AMD
2016-10-24,6.57,7.53,6.54,7.2,7.2,294545200,AMD
2016-10-31,7.24,7.46,6.46,6.56,6.56,181994300,AMD
2016-11-07,6.79,7.18,6.22,6.69,6.69,224448900,AMD
2016-11-14,6.83,8.83,6.61,8.71,8.71,323160700,AMD
2016-11-21,8.87,9.22,8.5,8.77,8.77,185768800,AMD
2016-11-28,8.72,9.23,8.26,8.53,8.53,216332400,AMD
2016-12-05,8.69,10.66,8.45,10.34,10.34,343764100,AMD
2016-12-12,10.4,11.23,10.27,10.66,10.66,283928300,AMD
2016-12-19,10.81,11.75,10.52,11.58,11.58,218953100,AMD
2016-12-26,11.65,12.42,11.01,11.34,11.34,209920700,AMD
2017-01-02,11.42,11.69,11.02,11.32,11.32,169271900,AMD
2017-01-09,11.37,11.64,10.33,10.58,10.58,219505000,AMD
2017-01-16,10.17,10.25,9.42,9.75,9.75,196422800,AMD
2017-01-23,9.68,10.98,9.68,10.67,10.67,202260800,AMD
2017-01-30,10.62,12.66,10.22,12.24,12.24,433730400,AMD
2017-02-06,12.46,14.27,12.38,13.58,13.58,503020000,AMD
2017-02-13,13.7,13.95,12.6,13.13,13.13,225005000,AMD
2017-02-20,13.41,14.5,13.4,14.12,14.12,264468300,AMD
2017-02-27,14.27,15.55,12.79,13.03,13.03,578383100,AMD
2017-03-06,13.0,13.93,12.38,13.91,13.91,375540000,AMD
2017-03-13,14.48,14.68,13.36,13.49,13.49,450199300,AMD
2017-03-20,13.68,14.5,13.54,13.7,13.7,320007200,AMD
2017-03-27,13.35,14.75,13.21,14.55,14.55,246669500,AMD
2017-04-03,14.6,14.74,12.83,13.52,13.52,375594500,AMD
2017-04-10,13.52,13.59,12.22,12.31,12.31,197922600,AMD
2017-04-17,12.53,13.21,12.37,13.0,13.0,179517000,AMD
2017-04-24,13.23,13.76,13.05,13.3,13.3,190349400,AMD
2017-05-01,13.43,13.63,9.85,10.19,10.19,606062600,AMD
2017-05-08,10.22,11.4,10.0,11.26,11.26,281133400,AMD
2017-05-15,11.41,12.77,10.81,11.41,11.41,514081200,AMD
2017-05-22,11.49,11.55,10.62,11.0,11.0,236891800,AMD
2017-05-29,10.95,11.49,10.57,10.9,10.9,169326200,AMD
2017-06-05,10.84,13.4,10.8,12.28,12.28,589181300,AMD
2017-06-12,11.75,12.48,11.21,11.44,11.44,386439000,AMD
2017-06-19,11.63,14.67,11.62,14.17,14.17,718972700,AMD
2017-06-26,14.39,14.49,12.36,12.48,12.48,422500900,AMD
2017-07-03,12.57,13.75,12.13,13.36,13.36,316699200,AMD
2017-07-10,13.61,14.49,13.27,13.92,13.92,421672400,AMD
2017-07-17,14.03,14.12,13.15,13.88,13.88,300768300,AMD
2017-07-24,14.0,15.65,13.68,13.95,13.95,602212800,AMD
2017-07-31,14.09,14.22,13.02,13.12,13.12,302572200,AMD
2017-08-07,13.33,13.57,11.88,12.23,12.23,310358500,AMD
2017-08-14,12.58,13.19,12.25,12.37,12.37,271948500,AMD
2017-08-21,12.42,12.71,11.86,12.43,12.43,209268800,AMD
2017-08-28,12.53,13.49,11.93,13.19,13.19,218501400,AMD
2017-09-04,12.88,13.18,12.04,12.25,12.25,182331000,AMD
2017-09-11,12.46,12.74,12.11,12.52,12.52,222527500,AMD
2017-09-18,12.77,14.24,12.74,13.3,13.3,469023900,AMD
2017-09-25,13.25,13.28,12.43,12.75,12.75,282160600,AMD
2017-10-02,12.8,13.5,12.62,13.23,13.23,224955600,AMD
2017-10-09,13.26,14.41,13.26,14.22,14.22,243473000,AMD
2017-10-16,14.25,14.35,13.69,13.81,13.81,168487300,AMD
2017-10-23,13.94,14.36,11.35,11.84,11.84,504767500,AMD
2017-10-30,11.26,11.42,10.65,11.12,11.12,375467400,AMD
2017-11-06,12.04,12.27,11.03,11.26,11.26,350346100,AMD
2017-11-13,11.18,11.75,10.77,11.38,11.38,213414000,AMD
2017-11-20,11.47,11.51,11.19,11.38,11.38,102694200,AMD
2017-11-27,11.34,11.74,10.53,10.73,10.73,255791600,AMD
2017-12-04,10.85,10.86,9.7,9.94,9.94,271147200,AMD
2017-12-11,9.97,10.32,9.88,10.29,10.29,182131300,AMD
2017-12-18,10.6,11.19,10.2,10.54,10.54,211699700,AMD
2017-12-25,10.38,10.74,10.27,10.28,10.28,88648000,AMD
2018-01-01,10.42,12.43,10.34,11.88,11.88,371524900,AMD
2018-01-08,12.01,12.3,11.56,12.02,12.02,263972300,AMD
2018-01-15,12.05,12.88,11.8,12.59,12.59,190594300,AMD
2018-01-22,12.61,13.05,12.32,12.95,12.95,210337800,AMD
2018-01-29,13.13,13.85,12.43,12.45,12.45,445835500,AMD
2018-02-05,12.05,12.18,10.63,11.31,11.31,401380500,AMD
2018-02-12,11.47,12.63,11.43,11.82,11.82,255505200,AMD
2018-02-19,11.72,12.19,11.63,12.07,12.07,158496200,AMD
2018-02-26,12.14,12.88,11.43,11.81,11.81,262958900,AMD
2018-03-05,11.69,12.82,11.55,11.7,11.7,383774800,AMD
2018-03-12,11.76,12.04,11.1,11.47,11.47,442557000,AMD
